Publication A,Publication B,Number,Publication A xx Publication B
04-D-32,17-D-17,1,Is quoted by
04-D-32,17-D-26,1,Is quoted by
04-D-32,20-D-06,1,Is quoted by
04-D-30,10-D-15,1,Is quoted by
04-D-28,09-D-02,1,Is quoted by
04-D-28,11-D-17,1,Is quoted by
04-D-28,12-D-16,1,Is quoted by
04-D-28,13-D-05,1,Is quoted by
04-D-28,20-D-08,2,Is quoted by
04-D-27,10-D-34,1,Is quoted by
04-D-26,09-D-16,1,Is quoted by
04-D-26,09-D-40,1,Is quoted by
04-D-26,12-D-11,1,Is quoted by
04-D-26,14-D-07,1,Is quoted by
04-D-26,15-A-06,1,Is quoted by
04-D-26,20-D-04,1,Is quoted by
04-D-25,12-A-14,1,Is quoted by
04-D-25,19-D-19,1,Is quoted by
04-D-23,14-D-06,1,Is quoted by
04-D-22,09-D-26,1,Is quoted by
04-D-22,10-A-13,1,Is quoted by
04-D-22,12-D-03,1,Is quoted by
04-D-21,09-D-07,1,Is quoted by
04-D-21,09-MC-01,1,Is quoted by
04-D-21,11-D-06,2,Is quoted by
04-D-21,11-D-14,2,Is quoted by
04-D-21,17-D-13,1,Is quoted by
04-D-20,09-D-18,1,Is quoted by
04-D-20,09-D-34,2,Is quoted by
04-D-20,10-D-10,1,Is quoted by
04-D-18,14-D-11,2,Is quoted by
04-D-18,15-D-10,1,Is quoted by
04-D-17,09-D-18,1,Is quoted by
04-D-13,09-D-36,2,Is quoted by
04-D-13,10-A-25,1,Is quoted by
04-D-13,13-D-06,1,Is quoted by
04-D-13,14-D-05,1,Is quoted by
04-D-13,14-D-08,1,Is quoted by
04-D-13,14-D-19,2,Is quoted by
04-D-13,15-A-06,1,Is quoted by
04-D-13,15-D-17,1,Is quoted by
04-D-13,16-D-14,2,Is quoted by
04-D-11,15-A-06,1,Is quoted by
04-D-11,18-D-20,1,Is quoted by
04-D-11,19-D-03,1,Is quoted by
04-D-11,21-D-13,1,Is quoted by
04-D-11,21-D-18,1,Is quoted by
04-D-10,10-A-19,1,Is quoted by
04-D-10,12-D-24,1,Is quoted by
04-D-10,14-D-07,1,Is quoted by
04-D-09,12-D-01,1,Is quoted by
04-D-08,10-D-04,1,Is quoted by
04-D-08,20-D-19,1,Is quoted by
04-D-07,10-A-11,1,Is quoted by
04-D-07,12-D-02,2,Is quoted by
04-D-07,12-D-06,1,Is quoted by
04-D-07,12-D-08,2,Is quoted by
04-D-07,16-D-20,2,Is quoted by
04-D-07,19-D-12,1,Is quoted by
04-D-07,19-D-13,1,Is quoted by
04-D-07,19-D-19,1,Is quoted by
04-D-07,20-D-12,3,Is quoted by
04-D-07,21-D-21,2,Is quoted by
04-D-03,09-D-25,1,Is quoted by
04-D-03,09-D-34,1,Is quoted by
04-D-03,10-D-35,1,Is quoted by
04-D-03,11-D-07,1,Is quoted by
04-D-02,14-A-10,2,Is quoted by
04-D-02,14-A-11,2,Is quoted by
04-D-02,14-A-12,2,Is quoted by
04-D-01,09-D-25,1,Is quoted by
04-A-23,09-A-57,1,Is quoted by
04-A-22,11-A-16,1,Is quoted by
04-A-21,13-D-16,1,Is quoted by
04-A-19,10-A-04,1,Is quoted by
04-A-18,09-A-45,1,Is quoted by
04-A-18,14-D-19,2,Is quoted by
04-A-18,15-A-06,2,Is quoted by
04-A-18,18-A-14,1,Is quoted by
04-A-18,20-A-11,1,Is quoted by
04-A-17,09-A-53,1,Is quoted by
04-A-17,09-D-15,1,Is quoted by
04-A-17,09-D-36,4,Is quoted by
04-A-17,09-MC-02,3,Is quoted by
04-A-17,10-A-17,3,Is quoted by
04-A-17,11-A-19,1,Is quoted by
04-A-17,13-A-16,1,Is quoted by
04-A-17,14-D-05,2,Is quoted by
04-A-17,15-D-17,1,Is quoted by
04-A-17,16-MC-01,1,Is quoted by
04-A-17,19-A-02,1,Is quoted by
04-A-17,21-A-07,1,Is quoted by
04-A-15,09-A-57,3,Is quoted by
04-A-15,10-A-23,1,Is quoted by
04-A-14,17-D-07,1,Is quoted by
04-A-14,20-D-04,1,Is quoted by
04-A-13,14-A-10,2,Is quoted by
04-A-13,14-A-11,2,Is quoted by
04-A-13,14-A-12,2,Is quoted by
04-A-12,10-A-27,1,Is quoted by
04-A-12,16-A-08,1,Is quoted by
04-A-12,21-A-06,1,Is quoted by
04-A-11,16-A-15,4,Is quoted by
04-A-09,13-A-19,3,Is quoted by
04-A-09,21-D-12,6,Is quoted by
04-A-06,21-A-03,1,Is quoted by
04-A-05,10-A-19,1,Is quoted by
04-A-05,21-A-01,1,Is quoted by
04-A-04,10-D-15,1,Is quoted by
04-A-04,13-A-23,2,Is quoted by
04-A-04,14-A-17,1,Is quoted by
04-A-04,15-A-20,1,Is quoted by
04-A-04,20-A-01,2,Is quoted by
04-A-03,10-D-02,1,Is quoted by
04-A-01,12-D-03,1,Is quoted by
03-MC-04,09-D-02,1,Is quoted by
03-MC-04,09-D-04,1,Is quoted by
03-MC-04,12-D-03,1,Is quoted by
03-MC-04,14-MC-01,1,Is quoted by
03-MC-04,18-A-03,1,Is quoted by
03-MC-03,09-D-32,1,Is quoted by
03-MC-01,09-A-42,1,Is quoted by
03-MC-01,13-A-19,2,Is quoted by
03-MC-01,14-MC-01,5,Is quoted by
03-MC-01,21-D-12,1,Is quoted by
03-D-68,09-D-07,1,Is quoted by
03-D-68,10-D-11,1,Is quoted by
03-D-68,20-D-17,1,Is quoted by
03-D-68,21-D-21,1,Is quoted by
03-D-61,09-D-18,1,Is quoted by
03-D-61,18-D-17,2,Is quoted by
03-D-61,19-D-11,1,Is quoted by
03-D-54,16-D-02,1,Is quoted by
03-D-52,12-A-06,2,Is quoted by
03-D-52,12-D-19,1,Is quoted by
03-D-51,13-D-02,1,Is quoted by
03-D-51,15-A-06,1,Is quoted by
03-D-51,18-D-04,1,Is quoted by
03-D-47,13-D-03,2,Is quoted by
03-D-45,16-D-17,1,Is quoted by
03-D-45,18-A-14,1,Is quoted by
03-D-45,20-A-11,1,Is quoted by
03-D-44,10-D-19,3,Is quoted by
03-D-43,12-A-25,1,Is quoted by
03-D-42,09-D-02,2,Is quoted by
03-D-42,09-D-21,1,Is quoted by
03-D-42,09-D-40,1,Is quoted by
03-D-42,10-D-08,2,Is quoted by
03-D-42,10-MC-01,1,Is quoted by
03-D-42,11-D-09,1,Is quoted by
03-D-42,12-D-07,1,Is quoted by
03-D-42,12-D-16,2,Is quoted by
03-D-42,13-D-05,3,Is quoted by
03-D-42,15-A-06,1,Is quoted by
03-D-42,19-MC-01,1,Is quoted by
03-D-42,20-D-04,1,Is quoted by
03-D-42,20-D-08,1,Is quoted by
03-D-42,21-D-18,1,Is quoted by
03-D-41,09-D-12,1,Is quoted by
03-D-39,12-A-15,1,Is quoted by
03-D-37,13-D-05,2,Is quoted by
03-D-36,12-A-22,1,Is quoted by
03-D-36,12-D-08,2,Is quoted by
03-D-36,13-A-01,1,Is quoted by
03-D-36,13-A-03,1,Is quoted by
03-D-36,13-A-04,1,Is quoted by
03-D-36,13-A-05,1,Is quoted by
03-D-36,13-A-06,1,Is quoted by
03-D-36,19-A-12,1,Is quoted by
03-D-35,10-A-13,1,Is quoted by
03-D-35,20-D-11,2,Is quoted by
03-D-31,12-D-02,1,Is quoted by
03-D-28,14-D-06,2,Is quoted by
03-D-20,09-D-29,1,Is quoted by
03-D-20,12-D-11,1,Is quoted by
03-D-19,09-D-18,2,Is quoted by
03-D-19,09-D-25,1,Is quoted by
03-D-19,09-D-34,1,Is quoted by
03-D-19,10-D-04,1,Is quoted by
03-D-19,10-D-05,1,Is quoted by
03-D-19,10-D-22,1,Is quoted by
03-D-19,14-A-13,1,Is quoted by
03-D-18,09-D-38,1,Is quoted by
03-D-18,18-D-17,2,Is quoted by
03-D-18,21-D-08,1,Is quoted by
03-D-17,15-D-15,1,Is quoted by
03-D-15,11-D-06,2,Is quoted by
03-D-14,12-D-11,1,Is quoted by
03-D-13,12-D-26,1,Is quoted by
03-D-12,20-D-01,1,Is quoted by
03-D-12,21-D-17,1,Is quoted by
03-D-11,12-D-07,1,Is quoted by
03-D-11,15-A-06,11,Is quoted by
03-D-11,18-A-14,1,Is quoted by
03-D-10,10-D-04,1,Is quoted by
03-D-10,10-D-05,1,Is quoted by
03-D-09,09-D-02,1,Is quoted by
03-D-09,09-D-04,3,Is quoted by
03-D-09,12-D-16,1,Is quoted by
03-D-09,13-D-10,1,Is quoted by
03-D-09,17-D-17,1,Is quoted by
03-D-09,17-D-23,1,Is quoted by
03-D-09,17-D-26,1,Is quoted by
03-D-09,20-D-06,1,Is quoted by
03-D-07,10-D-03,2,Is quoted by
03-D-07,10-D-04,1,Is quoted by
03-D-07,10-D-39,1,Is quoted by
03-D-07,13-D-09,1,Is quoted by
03-D-07,16-D-28,1,Is quoted by
03-D-07,18-D-19,1,Is quoted by
03-D-07,20-D-19,1,Is quoted by
03-D-07,21-D-17,2,Is quoted by
03-D-06,12-D-19,1,Is quoted by
03-D-06,14-D-07,1,Is quoted by
03-D-03,13-D-23,1,Is quoted by
03-D-01,10-D-03,1,Is quoted by
03-D-01,10-D-04,1,Is quoted by
03-D-01,17-D-17,1,Is quoted by
03-D-01,18-D-02,2,Is quoted by
03-D-01,18-D-19,1,Is quoted by
03-D-01,20-D-19,1,Is quoted by
03-A-21,10-A-10,1,Is quoted by
03-A-21,12-A-10,2,Is quoted by
03-A-20,09-A-33,1,Is quoted by
03-A-16,09-A-54,1,Is quoted by
03-A-16,11-A-16,4,Is quoted by
03-A-16,14-A-09,2,Is quoted by
03-A-16,19-A-02,2,Is quoted by
03-A-16,21-A-07,2,Is quoted by
03-A-12,09-A-44,1,Is quoted by
03-A-09,10-A-11,5,Is quoted by
03-A-09,11-A-20,2,Is quoted by
03-A-09,12-A-12,2,Is quoted by
03-A-09,12-A-21,1,Is quoted by
03-A-07,09-A-52,1,Is quoted by
03-A-06,09-A-52,2,Is quoted by
03-A-06,11-A-10,1,Is quoted by
03-A-06,21-A-01,1,Is quoted by
03-A-05,16-A-05,4,Is quoted by
03-A-02,09-A-44,1,Is quoted by
03-A-02,12-A-05,1,Is quoted by
02-MC-05,09-D-06,3,Is quoted by
02-MC-03,09-MC-01,2,Is quoted by
02-MC-03,10-A-13,1,Is quoted by
02-MC-03,13-A-25,2,Is quoted by
02-MC-03,14-MC-02,1,Is quoted by
02-MC-01,10-D-07,1,Is quoted by
02-D-78,17-D-18,1,Is quoted by
02-D-77,09-D-40,1,Is quoted by
02-D-77,15-A-06,1,Is quoted by
02-D-76,10-D-19,1,Is quoted by
02-D-73,12-D-21,1,Is quoted by
02-D-69,09-D-15,1,Is quoted by
02-D-69,09-D-36,5,Is quoted by
02-D-69,09-MC-02,2,Is quoted by
02-D-69,12-D-24,2,Is quoted by
02-D-69,14-D-05,5,Is quoted by
02-D-69,15-D-17,2,Is quoted by
02-D-69,15-D-20,1,Is quoted by
02-D-66,12-D-20,1,Is quoted by
02-D-65,12-D-11,1,Is quoted by
02-D-64,18-D-25,1,Is quoted by
02-D-63,09-MC-01,1,Is quoted by
02-D-63,10-D-14,1,Is quoted by
02-D-63,14-D-11,1,Is quoted by
02-D-63,17-D-09,1,Is quoted by
02-D-62,09-D-19,3,Is quoted by
02-D-62,14-D-16,2,Is quoted by
02-D-62,18-D-05,1,Is quoted by
02-D-62,20-D-05,2,Is quoted by
02-D-62,21-D-06,1,Is quoted by
02-D-60,15-A-06,1,Is quoted by
02-D-59,12-D-02,2,Is quoted by
02-D-57,09-D-05,1,Is quoted by
02-D-57,10-D-35,1,Is quoted by
02-D-57,12-D-27,1,Is quoted by
02-D-57,15-D-19,1,Is quoted by
02-D-57,20-D-09,1,Is quoted by
02-D-56,12-D-11,1,Is quoted by
02-D-56,20-D-04,1,Is quoted by
02-D-44,11-A-17,1,Is quoted by
02-D-44,12-D-06,1,Is quoted by
02-D-44,20-D-01,1,Is quoted by
02-D-42,10-D-15,1,Is quoted by
02-D-42,13-D-21,1,Is quoted by
02-D-37,09-D-19,1,Is quoted by
02-D-37,09-D-25,1,Is quoted by
02-D-37,10-D-11,1,Is quoted by
02-D-37,12-D-27,1,Is quoted by
02-D-37,13-D-14,1,Is quoted by
02-D-37,20-D-05,1,Is quoted by
02-D-36,12-D-24,1,Is quoted by
02-D-36,13-D-05,1,Is quoted by
02-D-36,16-D-12,1,Is quoted by
02-D-36,20-D-09,1,Is quoted by
02-D-36,21-D-17,1,Is quoted by
02-D-36,21-D-20,8,Is quoted by
02-D-35,11-D-15,1,Is quoted by
02-D-33,10-D-17,1,Is quoted by
02-D-33,10-D-20,2,Is quoted by
02-D-33,11-D-08,1,Is quoted by
02-D-24,15-A-06,1,Is quoted by
02-D-23,09-D-10,1,Is quoted by
02-D-23,09-D-18,1,Is quoted by
02-D-14,09-D-07,1,Is quoted by
02-D-14,09-D-17,1,Is quoted by
02-D-14,12-D-19,1,Is quoted by
02-D-14,18-A-02,1,Is quoted by
02-D-04,15-D-09,1,Is quoted by
02-A-13,09-A-43,1,Is quoted by
02-A-13,10-A-19,1,Is quoted by
02-A-13,12-A-03,2,Is quoted by
02-A-12,12-D-08,2,Is quoted by
02-A-09,09-A-21,1,Is quoted by
02-A-09,10-A-03,1,Is quoted by
02-A-08,09-A-55,1,Is quoted by
02-A-08,09-D-06,2,Is quoted by
02-A-08,10-A-22,1,Is quoted by
02-A-08,11-MC-01,1,Is quoted by
02-A-08,12-D-01,2,Is quoted by
02-A-08,14-A-06,1,Is quoted by
02-A-08,14-D-06,1,Is quoted by
02-A-08,14-D-11,1,Is quoted by
02-A-06,09-MC-01,1,Is quoted by
02-A-06,10-A-20,1,Is quoted by
02-A-06,13-D-16,1,Is quoted by
02-A-04,10-D-09,1,Is quoted by
02-A-04,12-A-13,1,Is quoted by
02-A-02,17-A-05,1,Is quoted by
02-A-02,21-A-10,1,Is quoted by
02-A-01,09-A-01,5,Is quoted by
01-MC-07,14-MC-01,1,Is quoted by
01-MC-02,18-D-07,2,Is quoted by
01-D-78,10-D-15,1,Is quoted by
01-D-70,12-D-06,1,Is quoted by
01-D-70,16-D-21,1,Is quoted by
01-D-70,18-D-04,2,Is quoted by
01-D-70,19-D-05,1,Is quoted by
01-D-70,19-D-25,1,Is quoted by
01-D-70,21-D-25,2,Is quoted by
01-D-67,10-D-22,1,Is quoted by
01-D-67,13-D-09,1,Is quoted by
01-D-66,09-D-10,1,Is quoted by
01-D-66,09-D-18,1,Is quoted by
01-D-66,10-D-31,1,Is quoted by
01-D-66,15-D-01,1,Is quoted by
01-D-64,10-D-10,1,Is quoted by
01-D-63,09-D-19,1,Is quoted by
01-D-63,14-D-16,1,Is quoted by
01-D-63,20-D-05,2,Is quoted by
01-D-59,09-D-18,1,Is quoted by
01-D-59,10-D-10,1,Is quoted by
01-D-58,14-D-11,1,Is quoted by
01-D-57,10-D-16,1,Is quoted by
01-D-56,09-D-36,1,Is quoted by
01-D-55,16-D-18,1,Is quoted by
01-D-49,09-D-40,1,Is quoted by
01-D-49,10-D-08,1,Is quoted by
01-D-49,10-MC-01,1,Is quoted by
01-D-49,12-A-15,1,Is quoted by
01-D-49,14-D-07,1,Is quoted by
01-D-49,15-A-06,1,Is quoted by
01-D-49,18-D-22,1,Is quoted by
01-D-49,19-MC-01,1,Is quoted by
01-D-49,20-D-04,1,Is quoted by
01-D-46,09-D-10,1,Is quoted by
01-D-46,09-D-24,1,Is quoted by
01-D-46,09-D-36,3,Is quoted by
01-D-46,10-A-07,1,Is quoted by
01-D-46,12-D-24,4,Is quoted by
01-D-46,15-D-20,1,Is quoted by
01-D-45,11-D-17,1,Is quoted by
01-D-45,21-D-20,4,Is quoted by
01-D-42,12-D-11,1,Is quoted by
01-D-41,12-D-06,1,Is quoted by
01-D-41,19-D-12,1,Is quoted by
01-D-41,19-D-13,1,Is quoted by
01-D-41,19-D-25,15,Is quoted by
01-D-41,20-D-12,1,Is quoted by
01-D-41,21-D-21,2,Is quoted by
01-D-32,09-D-01,1,Is quoted by
01-D-32,10-D-15,2,Is quoted by
01-D-32,17-D-22,1,Is quoted by
01-D-32,18-D-04,1,Is quoted by
01-D-32,19-D-05,5,Is quoted by
01-D-32,19-D-25,1,Is quoted by
01-D-32,21-D-27,1,Is quoted by
01-D-31,10-D-05,1,Is quoted by
01-D-30,12-D-26,8,Is quoted by
01-D-30,14-D-07,1,Is quoted by
01-D-30,15-A-06,1,Is quoted by
01-D-24,14-D-19,1,Is quoted by
01-D-23,09-D-10,1,Is quoted by
01-D-23,09-D-14,1,Is quoted by
01-D-22,17-D-05,1,Is quoted by
01-D-20,09-D-19,1,Is quoted by
01-D-20,10-D-22,1,Is quoted by
01-D-20,10-D-35,1,Is quoted by
01-D-17,09-D-03,1,Is quoted by
01-D-17,09-D-19,1,Is quoted by
01-D-17,09-D-25,3,Is quoted by
01-D-17,09-D-34,2,Is quoted by
01-D-17,10-D-03,2,Is quoted by
01-D-17,10-D-22,1,Is quoted by
01-D-17,10-D-26,1,Is quoted by
01-D-17,11-D-07,1,Is quoted by
01-D-17,11-D-17,1,Is quoted by
01-D-16,09-D-31,1,Is quoted by
01-D-16,10-A-22,1,Is quoted by
01-D-14,09-D-25,1,Is quoted by
01-D-14,10-D-04,1,Is quoted by
01-D-14,11-D-17,2,Is quoted by
01-D-14,12-D-09,1,Is quoted by
01-D-14,12-D-27,1,Is quoted by
01-D-14,13-D-12,1,Is quoted by
01-D-14,13-D-21,1,Is quoted by
01-D-14,14-D-20,1,Is quoted by
01-D-14,21-D-05,1,Is quoted by
01-D-13,09-D-19,1,Is quoted by
01-D-13,09-D-25,2,Is quoted by
01-D-13,10-D-13,1,Is quoted by
01-D-13,10-D-19,1,Is quoted by
01-D-13,11-D-07,1,Is quoted by
01-D-13,14-D-06,1,Is quoted by
01-D-13,14-D-08,1,Is quoted by
01-D-07,13-A-24,1,Is quoted by
01-D-02,12-D-06,1,Is quoted by
01-A-14,09-D-38,1,Is quoted by
01-A-14,15-D-04,1,Is quoted by
01-A-14,20-D-21,1,Is quoted by
01-A-13,11-D-01,1,Is quoted by
01-A-08,12-D-06,1,Is quoted by
00-MC-17,14-D-07,1,Is quoted by
00-MC-17,19-MC-01,1,Is quoted by
00-MC-14,10-D-38,1,Is quoted by
00-MC-14,14-D-07,1,Is quoted by
00-MC-13,10-A-19,1,Is quoted by
00-MC-13,15-D-11,1,Is quoted by
00-MC-06,09-D-15,1,Is quoted by
00-MC-01,10-D-09,1,Is quoted by
00-MC-01,11-A-10,1,Is quoted by
00-MC-01,14-D-11,1,Is quoted by
00-MC-01,15-D-10,1,Is quoted by
00-D-84,12-D-26,1,Is quoted by
00-D-82,12-A-15,1,Is quoted by
00-D-82,13-D-05,1,Is quoted by
00-D-79,10-D-15,2,Is quoted by
00-D-79,19-D-05,1,Is quoted by
00-D-78,10-D-15,1,Is quoted by
00-D-78,12-D-19,1,Is quoted by
00-D-78,16-D-21,1,Is quoted by
00-D-78,17-D-22,1,Is quoted by
00-D-78,19-D-05,3,Is quoted by
00-D-77,10-D-15,1,Is quoted by
00-D-67,09-D-06,1,Is quoted by
00-D-57,09-MC-01,1,Is quoted by
00-D-57,16-MC-01,1,Is quoted by
00-D-57,17-D-08,1,Is quoted by
00-D-57,17-D-09,1,Is quoted by
00-D-57,20-A-08,1,Is quoted by
00-D-54,09-D-04,1,Is quoted by
00-D-54,09-MC-01,1,Is quoted by
00-D-53,09-D-25,1,Is quoted by
00-D-53,10-D-03,1,Is quoted by
00-D-53,11-D-07,1,Is quoted by
00-D-50,09-A-44,1,Is quoted by
00-D-50,09-D-06,2,Is quoted by
00-D-50,09-D-22,1,Is quoted by
00-D-50,10-A-20,1,Is quoted by
00-D-50,11-A-02,3,Is quoted by
00-D-50,13-A-14,2,Is quoted by
00-D-50,14-D-04,2,Is quoted by
00-D-50,16-MC-01,1,Is quoted by
00-D-50,17-D-08,1,Is quoted by
00-D-50,17-D-09,1,Is quoted by
00-D-50,17-D-17,4,Is quoted by
00-D-50,17-D-26,1,Is quoted by
00-D-50,20-A-08,1,Is quoted by
00-D-50,20-D-06,1,Is quoted by
00-D-47,09-A-44,1,Is quoted by
00-D-47,09-MC-01,1,Is quoted by
00-D-47,10-A-20,1,Is quoted by
00-D-47,10-D-18,1,Is quoted by
00-D-47,11-A-02,1,Is quoted by
00-D-47,13-A-14,1,Is quoted by
00-D-47,13-D-20,3,Is quoted by
00-D-47,14-D-03,1,Is quoted by
00-D-47,16-D-11,1,Is quoted by
00-D-47,16-MC-01,2,Is quoted by
00-D-47,17-D-08,2,Is quoted by
00-D-47,17-D-09,1,Is quoted by
00-D-47,18-D-19,1,Is quoted by
00-D-47,20-A-08,2,Is quoted by
00-D-47,21-D-25,2,Is quoted by
00-D-38,12-D-06,1,Is quoted by
00-D-28,09-A-49,1,Is quoted by
00-D-28,09-D-03,1,Is quoted by
00-D-28,09-D-05,1,Is quoted by
00-D-28,10-D-28,6,Is quoted by
00-D-28,10-D-32,1,Is quoted by
00-D-28,13-A-19,1,Is quoted by
00-D-28,13-D-03,1,Is quoted by
00-D-28,13-D-06,1,Is quoted by
00-D-27,09-D-24,1,Is quoted by
00-D-27,18-D-17,2,Is quoted by
00-D-27,21-D-08,1,Is quoted by
00-D-14,13-D-19,1,Is quoted by
00-D-10,13-D-05,3,Is quoted by
00-D-10,16-D-12,1,Is quoted by
00-D-01,12-D-08,1,Is quoted by
00-A-31,12-A-17,2,Is quoted by
00-A-30,19-A-13,2,Is quoted by
00-A-29,09-A-55,3,Is quoted by
00-A-29,10-A-20,1,Is quoted by
00-A-29,10-A-23,2,Is quoted by
00-A-29,11-A-15,1,Is quoted by
00-A-29,11-A-16,3,Is quoted by
00-A-29,13-A-14,1,Is quoted by
00-A-29,13-D-16,1,Is quoted by
00-A-29,14-A-09,1,Is quoted by
00-A-29,19-A-02,1,Is quoted by
00-A-29,21-A-07,1,Is quoted bys
00-A-25,10-A-07,1,Is quoted by
00-A-25,16-A-05,5,Is quoted by
00-A-17,09-D-33,9,Is quoted by
00-A-15,18-A-02,3,Is quoted by
00-A-12,20-A-05,1,Is quoted by
00-A-07,10-D-36,1,Is quoted by
00-A-06,10-D-08,4,Is quoted by
00-A-06,12-A-01,4,Is quoted by
00-A-06,12-A-15,3,Is quoted by
00-A-03,09-MC-01,1,Is quoted by
00-A-03,10-A-13,1,Is quoted by
00-A-03,13-D-20,1,Is quoted by
00-A-02,15-A-06,2,Is quoted by
99-D-84,12-D-02,1,Is quoted by
99-D-70,09-D-39,1,Is quoted by
99-D-70,10-D-11,1,Is quoted by
99-D-70,13-D-14,1,Is quoted by
99-D-69,20-D-01,2,Is quoted by
99-D-51,10-A-22,1,Is quoted by
99-D-51,10-D-19,4,Is quoted by
99-D-51,11-A-21,1,Is quoted by
99-D-50,09-D-19,1,Is quoted by
99-D-50,14-D-16,2,Is quoted by
99-D-50,18-D-05,3,Is quoted by
99-D-50,18-D-19,1,Is quoted by
99-D-50,20-D-05,2,Is quoted by
99-D-50,20-D-09,1,Is quoted by
99-D-50,21-D-06,4,Is quoted by
99-D-45,21-D-02,1,Is quoted by
99-D-32,09-D-29,1,Is quoted by
99-D-32,20-D-04,2,Is quoted by
99-D-31,12-D-19,1,Is quoted by
99-D-21,14-D-08,2,Is quoted by
99-D-18,09-D-31,1,Is quoted by
99-D-18,10-D-04,1,Is quoted by
99-D-18,10-D-13,1,Is quoted by
99-D-18,16-D-30,1,Is quoted by
99-D-18,20-D-19,1,Is quoted by
99-D-14,15-D-01,4,Is quoted by
99-D-14,15-D-10,4,Is quoted by
99-D-14,16-D-11,1,Is quoted by
99-D-11,11-D-13,2,Is quoted by
99-D-04,20-D-01,1,Is quoted by
99-A-22,10-A-21,3,Is quoted by
99-A-22,12-A-17,1,Is quoted by
99-A-17,09-A-46,3,Is quoted by
99-A-17,10-A-15,2,Is quoted by
99-A-17,13-D-05,2,Is quoted by
99-A-15,21-A-01,1,Is quoted by
99-A-12,16-A-05,3,Is quoted by
99-A-11,14-A-10,1,Is quoted by
99-A-11,14-A-11,1,Is quoted by
99-A-11,14-A-12,1,Is quoted by
99-A-08,13-D-23,3,Is quoted by
99-A-08,15-A-02,1,Is quoted by
99-A-05,13-D-11,2,Is quoted by
99-A-05,13-D-21,1,Is quoted by
99-A-05,14-A-15,1,Is quoted by
99-A-05,20-A-08,2,Is quoted by
98-MC-13,10-A-07,1,Is quoted by
98-MC-08,17-D-18,2,Is quoted by
98-MC-06,20-D-01,1,Is quoted by
98-MC-04,10-A-22,1,Is quoted by
98-MC-03,09-D-26,1,Is quoted by
98-D-77,11-D-15,1,Is quoted by
98-D-76,21-A-08,1,Is quoted by
98-D-73,09-D-07,1,Is quoted by
98-D-73,09-D-17,1,Is quoted by
98-D-73,20-D-10,1,Is quoted by
98-D-61,15-D-19,1,Is quoted by
98-D-61,18-A-04,1,Is quoted by
98-D-61,20-D-12,1,Is quoted by
98-D-60,09-D-24,1,Is quoted by
98-D-53,18-A-03,2,Is quoted by
98-D-52,10-A-26,1,Is quoted by
98-D-52,11-D-20,1,Is quoted by
98-D-42,20-A-11,2,Is quoted by
98-D-41,09-D-19,1,Is quoted by
98-D-41,14-D-08,1,Is quoted by
98-D-34,10-D-13,1,Is quoted by
98-D-31,09-D-31,1,Is quoted by
98-D-31,10-D-17,2,Is quoted by
98-D-27,10-D-15,1,Is quoted by
98-D-27,12-D-06,1,Is quoted by
98-D-26,10-D-13,1,Is quoted by
98-D-25,21-D-21,1,Is quoted by
98-A-24,10-D-31,1,Is quoted by
98-A-21,11-A-15,1,Is quoted by
98-A-17,09-A-46,1,Is quoted by
98-A-17,10-A-15,1,Is quoted by
98-A-15,09-A-46,4,Is quoted by
98-A-07,16-A-08,1,Is quoted by
98-A-07,17-D-09,6,Is quoted by
98-A-07,21-A-06,1,Is quoted by
98-A-06,10-D-08,1,Is quoted by
98-A-06,11-D-04,1,Is quoted by
98-A-06,12-A-01,1,Is quoted by
98-A-05,09-A-55,1,Is quoted by
98-A-05,10-A-20,1,Is quoted by
98-A-05,11-A-16,1,Is quoted by
98-A-05,13-A-14,6,Is quoted by
98-A-05,13-D-16,1,Is quoted by
98-A-05,14-A-09,2,Is quoted by
98-A-05,19-A-02,1,Is quoted by
98-A-05,19-A-13,1,Is quoted by
98-A-05,20-A-08,2,Is quoted by
98-A-05,21-A-01,1,Is quoted by
98-A-05,21-A-07,1,Is quoted by
98-A-03,09-A-46,1,Is quoted by
98-A-03,09-A-49,3,Is quoted by
97-D-92,14-A-10,1,Is quoted by
97-D-92,14-A-11,1,Is quoted by
97-D-92,14-A-12,1,Is quoted by
97-D-90,10-D-17,3,Is quoted by
97-D-71,09-D-31,1,Is quoted by
97-D-71,10-D-17,1,Is quoted by
97-D-71,14-D-03,1,Is quoted by
97-D-61,14-D-16,1,Is quoted by
97-D-61,20-D-05,1,Is quoted by
97-D-54,09-A-51,1,Is quoted by
97-D-54,10-D-15,1,Is quoted by
97-D-54,16-D-21,1,Is quoted by
97-D-54,19-D-05,2,Is quoted by
97-D-53,09-D-24,1,Is quoted by
97-D-53,09-D-36,4,Is quoted by
97-D-53,12-D-24,4,Is quoted by
97-D-53,15-D-20,2,Is quoted by
97-D-52,09-D-05,3,Is quoted by
97-D-52,16-D-02,1,Is quoted by
97-D-51,10-D-12,9,Is quoted by
97-D-51,12-A-15,2,Is quoted by
97-D-48,10-A-26,1,Is quoted by
97-D-48,12-A-15,2,Is quoted by
97-D-45,10-A-24,1,Is quoted by
97-D-45,12-A-14,1,Is quoted by
97-D-45,13-D-14,1,Is quoted by
97-D-45,16-D-20,1,Is quoted by
97-D-41,20-D-12,1,Is quoted by
97-D-39,09-D-20,1,Is quoted by
97-D-39,12-D-06,1,Is quoted by
